Goalie,Team,Date,Games,xGAE,Result,Impact
Lukas Dostal,ANA,"December 12, 2022", ANA at OTT,0.6600000000000001,L,Strong in Loss
Lukas Dostal,ANA,"December 13, 2022", ANA at TOR,-3.58,L,No Impact
Lukas Dostal,ANA,"December 15, 2022", ANA at MTL,-0.19999999999999996,W,Bad in Win
Lukas Dostal,ANA,"December 17, 2022", ANA at EDM,2.49,W,Goalie Win
Lukas Dostal,ANA,"December 20, 2022", ANA at L.A,-0.16000000000000014,L,No Impact
Lukas Dostal,ANA,"December 21, 2022", MIN at ANA,1.63,L,Strong in Loss
Lukas Dostal,ANA,"December 23, 2022", CGY at ANA,1.2300000000000004,L,Strong in Loss
Lukas Dostal,ANA,"February 15, 2023", BUF at ANA,-3.14,L,No Impact
Lukas Dostal,ANA,"February 21, 2023", ANA at T.B,-1.2800000000000002,L,No Impact
Lukas Dostal,ANA,"February 27, 2023", CHI at ANA,0.9100000000000001,W,No Impact
Lukas Dostal,ANA,"March 08, 2023", ANA at VAN,-0.04999999999999982,L,No Impact
Lukas Dostal,ANA,"March 17, 2023", CBJ at ANA,-0.009999999999999787,W,Bad in Win
Lukas Dostal,ANA,"March 23, 2023", WPG at ANA,0.6499999999999999,L,Strong in Loss
Lukas Dostal,ANA,"March 30, 2023", ANA at SEA,0.2999999999999998,L,Strong in Loss
Lukas Dostal,ANA,"April 01, 2023", ANA at EDM,-0.33999999999999997,L,No Impact
Lukas Dostal,ANA,"April 02, 2023", ANA at CGY,-1.23,L,Goalie Loss
Lukas Dostal,ANA,"April 05, 2023", EDM at ANA,1.1800000000000002,L,Strong in Loss
Lukas Dostal,ANA,"April 09, 2023", COL at ANA,0.6900000000000004,L,Strong in Loss
Lukas Dostal,ANA,"April 11, 2023", VAN at ANA,-0.45999999999999996,L,No Impact
John Gibson,ANA,"October 12, 2022", SEA at ANA,0.6399999999999997,W,No Impact
John Gibson,ANA,"October 15, 2022", ANA at NYI,-2.41,L,No Impact
John Gibson,ANA,"October 17, 2022", ANA at NYR,-2.31,L,Goalie Loss
John Gibson,ANA,"October 20, 2022", ANA at BOS,1.8599999999999999,L,Strong in Loss
John Gibson,ANA,"October 23, 2022", ANA at DET,-1.2400000000000002,L,No Impact
John Gibson,ANA,"October 26, 2022", T.B at ANA,-0.43000000000000016,L,No Impact
John Gibson,ANA,"October 28, 2022", ANA at VGK,-2.37,L,No Impact
John Gibson,ANA,"October 30, 2022", TOR at ANA,1.5,W,Goalie Win
John Gibson,ANA,"November 03, 2022", ANA at VAN,-3.39,L,Goalie Loss
John Gibson,ANA,"November 06, 2022", FLA at ANA,0.79,L,Strong in Loss
John Gibson,ANA,"November 09, 2022", MIN at ANA,-0.27,L,No Impact
John Gibson,ANA,"November 15, 2022", DET at ANA,1.17,W,Goalie Win
John Gibson,ANA,"November 17, 2022", ANA at WPG,0.8599999999999999,L,Strong in Loss
John Gibson,ANA,"November 19, 2022", ANA at STL,-2.99,L,No Impact
John Gibson,ANA,"November 21, 2022", ANA at STL,1.4100000000000001,L,Strong in Loss
John Gibson,ANA,"November 23, 2022", NYR at ANA,2.87,W,Goalie Win
John Gibson,ANA,"November 27, 2022", SEA at ANA,-2.92,L,Goalie Loss
John Gibson,ANA,"November 29, 2022", ANA at NSH,1.6600000000000001,L,Strong in Loss
John Gibson,ANA,"December 03, 2022", ANA at MIN,0.08000000000000007,L,Strong in Loss
John Gibson,ANA,"December 06, 2022", CAR at ANA,0.7799999999999998,W,No Impact
John Gibson,ANA,"December 09, 2022", S.J at ANA,-1.5499999999999998,L,No Impact
John Gibson,ANA,"December 13, 2022", ANA at TOR,1.0099999999999998,L,Strong in Loss
John Gibson,ANA,"December 28, 2022", VGK at ANA,2.54,W,Goalie Win
John Gibson,ANA,"December 30, 2022", NSH at ANA,-1.9100000000000001,L,No Impact
John Gibson,ANA,"January 02, 2023", PHI at ANA,-1.48,L,No Impact
John Gibson,ANA,"January 04, 2023", DAL at ANA,3.36,W,Goalie Win
John Gibson,ANA,"January 08, 2023", BOS at ANA,-3.62,L,No Impact
John Gibson,ANA,"January 11, 2023", EDM at ANA,-2.54,L,No Impact
John Gibson,ANA,"January 13, 2023", N.J at ANA,-2.18,L,No Impact
John Gibson,ANA,"January 16, 2023", ANA at PIT,1.83,L,Strong in Loss
John Gibson,ANA,"January 19, 2023", ANA at CBJ,1.66,W,No Impact
John Gibson,ANA,"January 21, 2023", ANA at BUF,-3.01,L,Goalie Loss
John Gibson,ANA,"January 26, 2023", ANA at COL,1.5499999999999998,W,No Impact
John Gibson,ANA,"January 28, 2023", ARI at ANA,2.95,W,Goalie Win
John Gibson,ANA,"February 06, 2023", ANA at DAL,3.49,L,Strong in Loss
John Gibson,ANA,"February 10, 2023", PIT at ANA,-0.16999999999999993,L,No Impact
John Gibson,ANA,"February 12, 2023", ANA at VGK,-3.54,L,No Impact
John Gibson,ANA,"February 17, 2023", L.A at ANA,-0.6500000000000004,L,No Impact
John Gibson,ANA,"February 20, 2023", ANA at FLA,1.25,L,Strong in Loss
John Gibson,ANA,"February 23, 2023", ANA at WSH,2.05,W,Goalie Win
John Gibson,ANA,"February 25, 2023", ANA at CAR,3.58,W,Goalie Win
John Gibson,ANA,"March 01, 2023", WSH at ANA,0.52,L,Strong in Loss
John Gibson,ANA,"March 03, 2023", MTL at ANA,0.3799999999999999,W,No Impact
John Gibson,ANA,"March 07, 2023", ANA at SEA,-1.2999999999999998,L,No Impact
John Gibson,ANA,"March 10, 2023", ANA at CGY,3.25,W,Goalie Win
John Gibson,ANA,"March 12, 2023", NSH at ANA,-2.04,L,Goalie Loss
John Gibson,ANA,"March 15, 2023", NYI at ANA,-3.57,L,Goalie Loss
John Gibson,ANA,"March 19, 2023", VAN at ANA,0.9300000000000002,L,Strong in Loss
John Gibson,ANA,"March 21, 2023", CGY at ANA,-0.8300000000000001,L,No Impact
John Gibson,ANA,"March 25, 2023", STL at ANA,-2.99,L,No Impact
John Gibson,ANA,"March 27, 2023", COL at ANA,-0.5199999999999996,L,No Impact
John Gibson,ANA,"April 01, 2023", ANA at EDM,-0.5499999999999998,L,No Impact
John Gibson,ANA,"April 13, 2023", L.A at ANA,-0.79,L,No Impact
Olle Eriksson Ek,ANA,"April 08, 2023", ANA at ARI,-2.0,L,Goalie Loss
Anthony Stolarz,ANA,"October 15, 2022", ANA at NYI,-0.96,L,No Impact
Anthony Stolarz,ANA,"October 17, 2022", ANA at NYR,0.32000000000000006,L,Strong in Loss
Anthony Stolarz,ANA,"October 18, 2022", ANA at N.J,-0.33999999999999986,L,No Impact
Anthony Stolarz,ANA,"October 28, 2022", ANA at VGK,0.47,L,Strong in Loss
Anthony Stolarz,ANA,"November 01, 2022", ANA at S.J,-0.6699999999999999,W,Bad in Win
Anthony Stolarz,ANA,"November 05, 2022", ANA at S.J,1.3099999999999996,W,Goalie Win
Anthony Stolarz,ANA,"November 12, 2022", CHI at ANA,-0.7200000000000002,L,No Impact
Anthony Stolarz,ANA,"November 19, 2022", ANA at STL,-0.53,L,No Impact
Anthony Stolarz,ANA,"November 25, 2022", OTT at ANA,-0.96,L,No Impact
Anthony Stolarz,ANA,"November 27, 2022", SEA at ANA,0.4,L,Strong in Loss
Anthony Stolarz,ANA,"December 01, 2022", ANA at DAL,-0.9299999999999997,L,No Impact
Anthony Stolarz,ANA,"December 04, 2022", ANA at WPG,-0.5899999999999999,L,No Impact
Anthony Stolarz,ANA,"December 09, 2022", S.J at ANA,0.32000000000000006,L,Strong in Loss
Anthony Stolarz,ANA,"January 06, 2023", S.J at ANA,1.9100000000000001,W,Goalie Win
Anthony Stolarz,ANA,"January 11, 2023", EDM at ANA,1.25,L,Strong in Loss
Anthony Stolarz,ANA,"January 17, 2023", ANA at PHI,0.33000000000000007,L,Strong in Loss
Anthony Stolarz,ANA,"January 19, 2023", ANA at CBJ,-1.97,W,Bad in Win
Anthony Stolarz,ANA,"January 24, 2023", ANA at ARI,1.3900000000000001,W,No Impact
Anthony Stolarz,ANA,"February 07, 2023", ANA at CHI,0.5699999999999998,W,No Impact
Ivan Prosvetov,ARI,"March 09, 2023", NSH at ARI,3.55,W,Goalie Win
Ivan Prosvetov,ARI,"March 16, 2023", VAN at ARI,2.29,W,Goalie Win
Ivan Prosvetov,ARI,"March 18, 2023", CHI at ARI,0.41000000000000014,W,No Impact
Ivan Prosvetov,ARI,"April 01, 2023", S.J at ARI,-3.4,L,No Impact
Ivan Prosvetov,ARI,"April 03, 2023", ARI at SEA,-5.21,L,No Impact
Ivan Prosvetov,ARI,"April 08, 2023", ANA at ARI,-1.48,W,Bad in Win
Ivan Prosvetov,ARI,"April 10, 2023", SEA at ARI,-0.4500000000000002,L,No Impact
Karel Vejmelka,ARI,"October 13, 2022", ARI at PIT,-0.7199999999999998,L,No Impact
Karel Vejmelka,ARI,"October 15, 2022", ARI at BOS,-0.7699999999999996,L,No Impact
Karel Vejmelka,ARI,"October 17, 2022", ARI at TOR,1.23,W,No Impact
Karel Vejmelka,ARI,"October 22, 2022", ARI at OTT,-2.77,L,No Impact
Karel Vejmelka,ARI,"October 28, 2022", WPG at ARI,0.3799999999999999,L,Strong in Loss
Karel Vejmelka,ARI,"November 01, 2022", FLA at ARI,3.5700000000000003,W,Goalie Win
Karel Vejmelka,ARI,"November 03, 2022", DAL at ARI,-2.1399999999999997,L,No Impact
Karel Vejmelka,ARI,"November 05, 2022", ARI at WSH,1.54,W,Goalie Win
Karel Vejmelka,ARI,"November 08, 2022", ARI at BUF,1.9500000000000002,W,No Impact
Karel Vejmelka,ARI,"November 10, 2022", ARI at NYI,2.31,W,Goalie Win
Karel Vejmelka,ARI,"November 12, 2022", ARI at N.J,-0.8799999999999999,L,No Impact
Karel Vejmelka,ARI,"November 17, 2022", ARI at VGK,-0.5299999999999998,L,No Impact
Karel Vejmelka,ARI,"November 23, 2022", ARI at CAR,4.7,W,Goalie Win
Karel Vejmelka,ARI,"November 25, 2022", ARI at DET,1.0899999999999999,L,Strong in Loss
Karel Vejmelka,ARI,"December 01, 2022", ARI at L.A,-1.0899999999999999,L,No Impact
Karel Vejmelka,ARI,"December 03, 2022", ARI at VAN,1.5300000000000002,L,Strong in Loss
Karel Vejmelka,ARI,"December 05, 2022", ARI at CGY,-0.7400000000000002,L,No Impact
Karel Vejmelka,ARI,"December 09, 2022", BOS at ARI,2.09,W,Goalie Win
Karel Vejmelka,ARI,"December 11, 2022", PHI at ARI,-0.2799999999999998,W,Bad in Win
Karel Vejmelka,ARI,"December 13, 2022", ARI at S.J,0.41000000000000014,L,Strong in Loss
Karel Vejmelka,ARI,"December 16, 2022", NYI at ARI,-0.6200000000000001,W,Bad in Win
Karel Vejmelka,ARI,"December 19, 2022", MTL at ARI,-0.16000000000000014,L,No Impact
Karel Vejmelka,ARI,"December 21, 2022", ARI at VGK,-1.13,L,No Impact
Karel Vejmelka,ARI,"December 23, 2022", L.A at ARI,1.5499999999999998,W,Goalie Win
Karel Vejmelka,ARI,"December 29, 2022", TOR at ARI,0.009999999999999787,W,No Impact
Karel Vejmelka,ARI,"December 31, 2022", ARI at T.B,-1.9900000000000002,L,No Impact
Karel Vejmelka,ARI,"January 03, 2023", ARI at FLA,-2.11,L,Goalie Loss
Karel Vejmelka,ARI,"January 05, 2023", ARI at PHI,-2.58,L,No Impact
Karel Vejmelka,ARI,"January 08, 2023", PIT at ARI,-0.020000000000000018,L,No Impact
Karel Vejmelka,ARI,"January 10, 2023", S.J at ARI,-1.27,L,No Impact
Karel Vejmelka,ARI,"January 12, 2023", OTT at ARI,1.33,L,Strong in Loss
Karel Vejmelka,ARI,"January 15, 2023", ARI at WPG,0.5499999999999998,L,Strong in Loss
Karel Vejmelka,ARI,"January 19, 2023", WSH at ARI,-0.5899999999999999,L,No Impact
Karel Vejmelka,ARI,"January 22, 2023", VGK at ARI,2.09,W,No Impact
Karel Vejmelka,ARI,"January 26, 2023", STL at ARI,2.33,W,No Impact
Karel Vejmelka,ARI,"February 06, 2023", MIN at ARI,1.17,W,Goalie Win
Karel Vejmelka,ARI,"February 11, 2023", ARI at STL,-2.3,L,Goalie Loss
Karel Vejmelka,ARI,"February 13, 2023", ARI at NSH,1.6800000000000002,W,No Impact
Karel Vejmelka,ARI,"February 18, 2023", ARI at L.A,-3.56,L,Goalie Loss
Karel Vejmelka,ARI,"February 22, 2023", CGY at ARI,-1.3399999999999999,L,No Impact
Karel Vejmelka,ARI,"February 28, 2023", CHI at ARI,0.72,W,No Impact
Karel Vejmelka,ARI,"March 03, 2023", CAR at ARI,-2.1,L,No Impact
Karel Vejmelka,ARI,"March 07, 2023", STL at ARI,1.67,W,No Impact
Karel Vejmelka,ARI,"March 12, 2023", MIN at ARI,-1.0,W,Bad in Win
Karel Vejmelka,ARI,"March 21, 2023", ARI at WPG,1.25,L,Strong in Loss
Karel Vejmelka,ARI,"March 24, 2023", ARI at COL,0.56,L,Strong in Loss
Karel Vejmelka,ARI,"March 27, 2023", EDM at ARI,-2.25,L,Goalie Loss
Karel Vejmelka,ARI,"March 31, 2023", DAL at ARI,-0.31999999999999984,L,No Impact
Karel Vejmelka,ARI,"April 06, 2023", ARI at SEA,-0.7400000000000002,L,No Impact
Karel Vejmelka,ARI,"April 13, 2023", VAN at ARI,-1.87,L,Goalie Loss
Jeremy Swayman,BOS,"October 15, 2022", ARI at BOS,-1.0,W,Bad in Win
Jeremy Swayman,BOS,"October 18, 2022", BOS at OTT,-3.45,L,Goalie Loss
Jeremy Swayman,BOS,"October 27, 2022", DET at BOS,2.66,W,No Impact
Jeremy Swayman,BOS,"November 01, 2022", BOS at PIT,0.37,W,No Impact
Jeremy Swayman,BOS,"November 19, 2022", CHI at BOS,0.010000000000000009,W,No Impact
Jeremy Swayman,BOS,"November 23, 2022", BOS at FLA,-0.29000000000000004,L,No Impact
Jeremy Swayman,BOS,"November 25, 2022", CAR at BOS,0.25,W,No Impact
Jeremy Swayman,BOS,"November 29, 2022", T.B at BOS,0.55,W,No Impact
Jeremy Swayman,BOS,"December 05, 2022", VGK at BOS,-0.5899999999999999,L,No Impact
Jeremy Swayman,BOS,"December 09, 2022", BOS at ARI,-2.3,L,Goalie Loss
Jeremy Swayman,BOS,"December 17, 2022", CBJ at BOS,1.6,W,No Impact
Jeremy Swayman,BOS,"December 22, 2022", WPG at BOS,0.94,W,No Impact
Jeremy Swayman,BOS,"December 27, 2022", BOS at OTT,1.42,L,Strong in Loss
Jeremy Swayman,BOS,"December 31, 2022", BUF at BOS,-2.3600000000000003,L,Goalie Loss
Jeremy Swayman,BOS,"January 05, 2023", BOS at L.A,0.3599999999999999,W,No Impact
Jeremy Swayman,BOS,"January 08, 2023", BOS at ANA,1.81,W,No Impact
Jeremy Swayman,BOS,"January 16, 2023", PHI at BOS,2.57,W,No Impact
Jeremy Swayman,BOS,"January 19, 2023", BOS at NYR,1.92,W,No Impact
Jeremy Swayman,BOS,"January 22, 2023", S.J at BOS,0.05,W,No Impact
Jeremy Swayman,BOS,"January 24, 2023", BOS at MTL,-0.76,W,Bad in Win
Jeremy Swayman,BOS,"January 28, 2023", BOS at FLA,-0.4900000000000002,L,No Impact
Jeremy Swayman,BOS,"February 11, 2023", WSH at BOS,1.12,L,Strong in Loss
Jeremy Swayman,BOS,"February 16, 2023", BOS at NSH,2.24,W,No Impact
Jeremy Swayman,BOS,"February 23, 2023", BOS at SEA,-1.21,W,Bad in Win
Jeremy Swayman,BOS,"February 27, 2023", BOS at EDM,0.8799999999999999,W,No Impact
Jeremy Swayman,BOS,"March 02, 2023", BUF at BOS,1.31,W,No Impact
Jeremy Swayman,BOS,"March 09, 2023", EDM at BOS,-1.34,L,Goalie Loss
Jeremy Swayman,BOS,"March 12, 2023", BOS at DET,-1.0,L,No Impact
Jeremy Swayman,BOS,"March 16, 2023", BOS at WPG,3.07,W,Goalie Win
Jeremy Swayman,BOS,"March 19, 2023", BOS at BUF,3.33,W,No Impact
Jeremy Swayman,BOS,"March 23, 2023", MTL at BOS,1.62,W,No Impact
Jeremy Swayman,BOS,"March 26, 2023", BOS at CAR,1.0700000000000003,W,Goalie Win
Jeremy Swayman,BOS,"April 01, 2023", BOS at PIT,0.5,W,No Impact
Jeremy Swayman,BOS,"April 06, 2023", TOR at BOS,1.96,W,Goalie Win
Jeremy Swayman,BOS,"April 09, 2023", BOS at PHI,0.71,W,No Impact
Jeremy Swayman,BOS,"April 11, 2023", WSH at BOS,0.42,W,No Impact
Jeremy Swayman,BOS,"April 13, 2023", BOS at MTL,-0.1299999999999999,W,Bad in Win
Linus Ullmark,BOS,"October 12, 2022", BOS at WSH,0.9199999999999999,W,No Impact
Linus Ullmark,BOS,"October 17, 2022", FLA at BOS,0.6699999999999999,W,No Impact
Linus Ullmark,BOS,"October 18, 2022", BOS at OTT,-0.22999999999999998,L,No Impact
Linus Ullmark,BOS,"October 20, 2022", ANA at BOS,0.8799999999999999,W,No Impact
Linus Ullmark,BOS,"October 22, 2022", MIN at BOS,-1.23,W,Bad in Win
Linus Ullmark,BOS,"October 25, 2022", DAL at BOS,1.5499999999999998,W,No Impact
Linus Ullmark,BOS,"October 28, 2022", BOS at CBJ,1.98,W,No Impact
Linus Ullmark,BOS,"November 01, 2022", BOS at PIT,-0.20999999999999996,W,Bad in Win
Linus Ullmark,BOS,"November 03, 2022", BOS at NYR,-0.29000000000000004,W,Bad in Win
Linus Ullmark,BOS,"November 05, 2022", BOS at TOR,-0.15999999999999992,L,No Impact
Linus Ullmark,BOS,"November 07, 2022", STL at BOS,0.8999999999999999,W,No Impact
Linus Ullmark,BOS,"November 10, 2022", CGY at BOS,1.37,W,No Impact
Linus Ullmark,BOS,"November 13, 2022", VAN at BOS,0.6299999999999999,W,No Impact
Linus Ullmark,BOS,"November 17, 2022", PHI at BOS,1.0499999999999998,W,No Impact
Linus Ullmark,BOS,"November 21, 2022", BOS at T.B,0.08000000000000007,W,No Impact
Linus Ullmark,BOS,"November 25, 2022", CAR at BOS,0.8399999999999999,W,No Impact
Linus Ullmark,BOS,"December 03, 2022", COL at BOS,1.2400000000000002,W,No Impact
Linus Ullmark,BOS,"December 07, 2022", BOS at COL,1.02,W,No Impact
Linus Ullmark,BOS,"December 11, 2022", BOS at VGK,2.12,W,Goalie Win
Linus Ullmark,BOS,"December 13, 2022", NYI at BOS,-0.040000000000000036,W,Bad in Win
Linus Ullmark,BOS,"December 15, 2022", L.A at BOS,0.6099999999999999,L,Strong in Loss
Linus Ullmark,BOS,"December 19, 2022", FLA at BOS,0.33000000000000007,W,No Impact
Linus Ullmark,BOS,"December 23, 2022", BOS at N.J,0.25,W,No Impact
Linus Ullmark,BOS,"December 28, 2022", BOS at N.J,3.1100000000000003,W,Goalie Win
Linus Ullmark,BOS,"January 02, 2023", PIT at BOS,0.9099999999999999,W,No Impact
Linus Ullmark,BOS,"January 07, 2023", BOS at S.J,0.6699999999999999,W,No Impact
Linus Ullmark,BOS,"January 12, 2023", SEA at BOS,0.56,L,Strong in Loss
Linus Ullmark,BOS,"January 14, 2023", TOR at BOS,-0.009999999999999787,W,Bad in Win
Linus Ullmark,BOS,"January 18, 2023", BOS at NYI,2.32,W,No Impact
Linus Ullmark,BOS,"January 22, 2023", S.J at BOS,1.38,W,No Impact
Linus Ullmark,BOS,"January 26, 2023", BOS at T.B,-0.2599999999999998,L,No Impact
Linus Ullmark,BOS,"January 29, 2023", BOS at CAR,0.6499999999999999,L,Strong in Loss
Linus Ullmark,BOS,"February 01, 2023", BOS at TOR,0.9700000000000002,W,No Impact
Linus Ullmark,BOS,"February 14, 2023", BOS at DAL,0.3500000000000001,W,No Impact
Linus Ullmark,BOS,"February 18, 2023", NYI at BOS,0.18000000000000016,W,No Impact
Linus Ullmark,BOS,"February 20, 2023", OTT at BOS,0.55,W,No Impact
Linus Ullmark,BOS,"February 25, 2023", BOS at VAN,1.7999999999999998,W,No Impact
Linus Ullmark,BOS,"February 28, 2023", BOS at CGY,2.5700000000000003,W,Goalie Win
Linus Ullmark,BOS,"March 04, 2023", NYR at BOS,-0.15999999999999992,W,Bad in Win
Linus Ullmark,BOS,"March 11, 2023", DET at BOS,0.9300000000000002,W,No Impact
Linus Ullmark,BOS,"March 14, 2023", BOS at CHI,-1.6800000000000002,L,No Impact
Linus Ullmark,BOS,"March 18, 2023", BOS at MIN,1.25,W,No Impact
Linus Ullmark,BOS,"March 21, 2023", OTT at BOS,1.5299999999999998,W,Goalie Win
Linus Ullmark,BOS,"March 25, 2023", T.B at BOS,1.0,W,No Impact
Linus Ullmark,BOS,"March 28, 2023", NSH at BOS,0.78,L,Strong in Loss
Linus Ullmark,BOS,"March 30, 2023", CBJ at BOS,0.8999999999999999,W,No Impact
Linus Ullmark,BOS,"April 02, 2023", BOS at STL,0.20999999999999996,W,No Impact
Linus Ullmark,BOS,"April 08, 2023", N.J at BOS,1.38,W,Goalie Win
Linus Ullmark,BOS,"April 11, 2023", WSH at BOS,-0.5,W,Bad in Win
Keith Kinkaid,BOS,"November 12, 2022", BOS at BUF,1.92,W,No Impact
Devon Levi,BUF,"March 31, 2023", NYR at BUF,1.6600000000000001,W,Goalie Win
Devon Levi,BUF,"April 04, 2023", BUF at FLA,2.3099999999999996,L,Strong in Loss
Devon Levi,BUF,"April 06, 2023", BUF at DET,-3.17,W,Bad in Win
Devon Levi,BUF,"April 08, 2023", CAR at BUF,1.1600000000000001,W,Goalie Win
Devon Levi,BUF,"April 10, 2023", BUF at NYR,0.7999999999999998,W,No Impact
Devon Levi,BUF,"April 11, 2023", BUF at N.J,-1.73,L,No Impact
Devon Levi,BUF,"April 14, 2023", BUF at CBJ,1.08,W,No Impact
Ukko-Pekka Luukkonen,BUF,"November 19, 2022", BUF at TOR,-2.4,L,No Impact
Ukko-Pekka Luukkonen,BUF,"November 23, 2022", STL at BUF,1.2999999999999998,W,No Impact
Ukko-Pekka Luukkonen,BUF,"November 28, 2022", T.B at BUF,-2.55,L,Goalie Loss
Ukko-Pekka Luukkonen,BUF,"December 01, 2022", COL at BUF,-1.27,L,No Impact
Ukko-Pekka Luukkonen,BUF,"December 04, 2022", S.J at BUF,-1.01,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"December 07, 2022", BUF at CBJ,-1.27,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"December 10, 2022", BUF at PIT,0.8399999999999999,L,Strong in Loss
Ukko-Pekka Luukkonen,BUF,"December 15, 2022", BUF at COL,1.9500000000000002,W,No Impact
Ukko-Pekka Luukkonen,BUF,"December 19, 2022", BUF at VGK,2.63,W,Goalie Win
Ukko-Pekka Luukkonen,BUF,"December 29, 2022", DET at BUF,0.08999999999999986,W,No Impact
Ukko-Pekka Luukkonen,BUF,"December 31, 2022", BUF at BOS,1.3099999999999996,W,Goalie Win
Ukko-Pekka Luukkonen,BUF,"January 03, 2023", BUF at WSH,-0.8900000000000001,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"January 07, 2023", MIN at BUF,-1.8900000000000001,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"January 12, 2023", WPG at BUF,-1.16,L,No Impact
Ukko-Pekka Luukkonen,BUF,"January 14, 2023", BUF at NSH,0.22999999999999998,W,No Impact
Ukko-Pekka Luukkonen,BUF,"January 16, 2023", FLA at BUF,-0.4700000000000002,L,No Impact
Ukko-Pekka Luukkonen,BUF,"January 19, 2023", NYI at BUF,0.7200000000000002,W,No Impact
Ukko-Pekka Luukkonen,BUF,"January 21, 2023", ANA at BUF,-0.29000000000000004,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"January 24, 2023", BUF at STL,-0.9199999999999999,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"January 28, 2023", BUF at MIN,1.35,L,Strong in Loss
Ukko-Pekka Luukkonen,BUF,"February 01, 2023", CAR at BUF,-1.4,L,No Impact
Ukko-Pekka Luukkonen,BUF,"February 11, 2023", CGY at BUF,-3.5,L,No Impact
Ukko-Pekka Luukkonen,BUF,"February 18, 2023", BUF at S.J,1.2200000000000002,W,No Impact
Ukko-Pekka Luukkonen,BUF,"February 21, 2023", TOR at BUF,-2.88,L,No Impact
Ukko-Pekka Luukkonen,BUF,"February 26, 2023", WSH at BUF,-1.21,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"March 02, 2023", BUF at BOS,-0.5199999999999996,L,No Impact
Ukko-Pekka Luukkonen,BUF,"March 07, 2023", BUF at NYI,1.12,L,Strong in Loss
Ukko-Pekka Luukkonen,BUF,"March 11, 2023", NYR at BUF,0.69,L,Strong in Loss
Ukko-Pekka Luukkonen,BUF,"March 15, 2023", BUF at WSH,0.040000000000000036,L,Strong in Loss
Ukko-Pekka Luukkonen,BUF,"March 19, 2023", BOS at BUF,-4.42,L,No Impact
Ukko-Pekka Luukkonen,BUF,"March 21, 2023", NSH at BUF,0.98,L,Strong in Loss
Ukko-Pekka Luukkonen,BUF,"March 24, 2023", N.J at BUF,-0.6600000000000001,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"April 01, 2023", BUF at PHI,-0.2799999999999998,W,Bad in Win
Eric Comrie,BUF,"October 15, 2022", FLA at BUF,0.1900000000000004,L,Strong in Loss
Eric Comrie,BUF,"October 18, 2022", BUF at EDM,3.0199999999999996,W,Goalie Win
Eric Comrie,BUF,"October 20, 2022", BUF at CGY,-0.1299999999999999,W,Bad in Win
Eric Comrie,BUF,"October 25, 2022", BUF at SEA,-1.98,L,No Impact
Eric Comrie,BUF,"October 27, 2022", MTL at BUF,-0.16000000000000014,L,No Impact
Eric Comrie,BUF,"October 31, 2022", DET at BUF,-1.62,W,Bad in Win
Eric Comrie,BUF,"November 02, 2022", PIT at BUF,-1.33,W,Bad in Win
Eric Comrie,BUF,"November 05, 2022", BUF at T.B,-0.5699999999999998,L,No Impact
Eric Comrie,BUF,"November 08, 2022", ARI at BUF,-1.44,L,No Impact
Eric Comrie,BUF,"November 10, 2022", VGK at BUF,-3.24,L,Goalie Loss
Eric Comrie,BUF,"November 16, 2022", BUF at OTT,0.06999999999999984,L,Strong in Loss
Eric Comrie,BUF,"January 10, 2023", SEA at BUF,-1.2999999999999998,L,Goalie Loss
Eric Comrie,BUF,"January 26, 2023", BUF at WPG,0.43000000000000016,W,No Impact
Eric Comrie,BUF,"February 15, 2023", BUF at ANA,-0.20000000000000018,W,Bad in Win
Eric Comrie,BUF,"February 23, 2023", BUF at T.B,-0.3200000000000003,W,Bad in Win
Eric Comrie,BUF,"March 04, 2023", T.B at BUF,0.3500000000000001,W,No Impact
Eric Comrie,BUF,"March 09, 2023", DAL at BUF,-5.76,L,No Impact
Eric Comrie,BUF,"March 25, 2023", BUF at NYI,2.36,W,Goalie Win
Eric Comrie,BUF,"March 27, 2023", MTL at BUF,1.88,L,Strong in Loss
Craig Anderson,BUF,"October 13, 2022", OTT at BUF,1.4300000000000002,W,No Impact
Craig Anderson,BUF,"October 22, 2022", BUF at VAN,1.9900000000000002,W,No Impact
Craig Anderson,BUF,"October 29, 2022", CHI at BUF,0.2400000000000002,W,No Impact
Craig Anderson,BUF,"November 04, 2022", BUF at CAR,-1.4100000000000001,L,No Impact
Craig Anderson,BUF,"November 12, 2022", BOS at BUF,0.009999999999999787,L,Strong in Loss
Craig Anderson,BUF,"November 15, 2022", VAN at BUF,-1.9900000000000002,L,Goalie Loss
Craig Anderson,BUF,"November 16, 2022", BUF at OTT,0.52,L,Strong in Loss
Craig Anderson,BUF,"November 22, 2022", BUF at MTL,0.69,W,No Impact
Craig Anderson,BUF,"November 25, 2022", N.J at BUF,0.6699999999999999,L,Strong in Loss
Craig Anderson,BUF,"November 30, 2022", BUF at DET,0.21999999999999975,W,No Impact
Craig Anderson,BUF,"December 09, 2022", PIT at BUF,-0.6000000000000001,L,No Impact
