Goalie,Team,Date,Games,xGAE,Result,Impact
Lukas Dostal,ANA,"January 03, 2024", TOR at ANA,3.62,L,Strong in Loss
Lukas Dostal,ANA,"January 07, 2024", DET at ANA,-0.08000000000000007,L,No Impact
Lukas Dostal,ANA,"January 09, 2024", ANA at NSH,-0.14000000000000012,W,Bad in Win
Lukas Dostal,ANA,"January 11, 2024", ANA at CAR,-0.62,L,No Impact
Lukas Dostal,ANA,"January 13, 2024", ANA at T.B,-1.6099999999999999,L,No Impact
Lukas Dostal,ANA,"January 21, 2024", NYR at ANA,-0.8700000000000001,L,No Impact
Lukas Dostal,ANA,"January 27, 2024", ANA at MIN,0.56,W,No Impact
Lukas Dostal,ANA,"February 09, 2024", EDM at ANA,-0.8899999999999999,L,No Impact
Lukas Dostal,ANA,"February 13, 2024", ANA at MTL,-0.5499999999999998,L,No Impact
Lukas Dostal,ANA,"February 15, 2024", ANA at OTT,0.5900000000000001,W,No Impact
Lukas Dostal,ANA,"February 17, 2024", ANA at TOR,-2.63,L,No Impact
Lukas Dostal,ANA,"February 25, 2024", NSH at ANA,-0.9900000000000002,L,No Impact
Lukas Dostal,ANA,"March 01, 2024", N.J at ANA,2.66,W,Goalie Win
Lukas Dostal,ANA,"March 03, 2024", VAN at ANA,0.1200000000000001,L,Strong in Loss
Lukas Dostal,ANA,"March 06, 2024", OTT at ANA,2.16,W,Goalie Win
Lukas Dostal,ANA,"March 10, 2024", NYI at ANA,-3.23,L,No Impact
Lukas Dostal,ANA,"March 12, 2024", ANA at CHI,-0.26,L,No Impact
Lukas Dostal,ANA,"March 14, 2024", ANA at MIN,0.43999999999999995,L,Strong in Loss
Lukas Dostal,ANA,"March 17, 2024", ANA at STL,-1.6600000000000001,L,No Impact
Lukas Dostal,ANA,"March 21, 2024", CHI at ANA,1.75,W,No Impact
Lukas Dostal,ANA,"March 24, 2024", T.B at ANA,-0.56,L,No Impact
Lukas Dostal,ANA,"March 28, 2024", ANA at SEA,-0.4900000000000002,L,No Impact
Lukas Dostal,ANA,"March 31, 2024", ANA at VAN,0.16999999999999993,L,Strong in Loss
Lukas Dostal,ANA,"April 02, 2024", ANA at CGY,-1.19,W,Bad in Win
Lukas Dostal,ANA,"April 05, 2024", SEA at ANA,-0.2999999999999998,L,No Impact
Lukas Dostal,ANA,"April 07, 2024", STL at ANA,-1.87,L,Goalie Loss
Lukas Dostal,ANA,"April 09, 2024", L.A at ANA,2.12,W,Goalie Win
Lukas Dostal,ANA,"April 13, 2024", ANA at L.A,-0.2999999999999998,L,No Impact
Lukas Dostal,ANA,"April 18, 2024", ANA at VGK,2.44,W,No Impact
Matt Villalta,ARI,"February 16, 2024", CAR at ARI,0.48,L,Strong in Loss
Matt Villalta,ARI,"February 19, 2024", EDM at ARI,-2.69,L,No Impact
Karel Vejmelka,ARI,"October 13, 2023", ARI at N.J,0.31999999999999984,W,No Impact
Karel Vejmelka,ARI,"October 17, 2023", ARI at NYI,1.67,L,Strong in Loss
Karel Vejmelka,ARI,"October 21, 2023", ANA at ARI,2.26,W,Goalie Win
Karel Vejmelka,ARI,"October 24, 2023", ARI at L.A,-0.3500000000000001,L,No Impact
Karel Vejmelka,ARI,"October 27, 2023", L.A at ARI,-1.27,L,Goalie Loss
Karel Vejmelka,ARI,"November 01, 2023", ARI at ANA,-1.9700000000000002,L,Goalie Loss
Karel Vejmelka,ARI,"November 04, 2023", WPG at ARI,-2.07,L,Goalie Loss
Karel Vejmelka,ARI,"November 09, 2023", ARI at STL,1.62,L,Strong in Loss
Karel Vejmelka,ARI,"November 14, 2023", ARI at DAL,-1.06,L,Goalie Loss
Karel Vejmelka,ARI,"November 18, 2023", ARI at WPG,-2.27,L,No Impact
Karel Vejmelka,ARI,"November 22, 2023", STL at ARI,-2.95,L,Goalie Loss
Karel Vejmelka,ARI,"December 11, 2023", ARI at BUF,-0.2999999999999998,L,No Impact
Karel Vejmelka,ARI,"December 16, 2023", BUF at ARI,2.48,W,Goalie Win
Karel Vejmelka,ARI,"December 19, 2023", OTT at ARI,1.58,W,Goalie Win
Karel Vejmelka,ARI,"December 21, 2023", ARI at S.J,1.3900000000000001,W,No Impact
Karel Vejmelka,ARI,"December 27, 2023", COL at ARI,-1.21,W,Bad in Win
Karel Vejmelka,ARI,"January 02, 2024", FLA at ARI,1.9900000000000002,L,Strong in Loss
Karel Vejmelka,ARI,"January 07, 2024", WPG at ARI,-1.3599999999999999,L,No Impact
Karel Vejmelka,ARI,"January 11, 2024", CGY at ARI,-2.76,L,No Impact
Karel Vejmelka,ARI,"January 24, 2024", ARI at FLA,-2.72,L,No Impact
Karel Vejmelka,ARI,"February 08, 2024", VGK at ARI,1.9,L,Strong in Loss
Karel Vejmelka,ARI,"February 12, 2024", ARI at PHI,-1.38,L,No Impact
Karel Vejmelka,ARI,"February 14, 2024", MIN at ARI,-0.37,L,No Impact
Karel Vejmelka,ARI,"February 16, 2024", CAR at ARI,-2.46,L,No Impact
Karel Vejmelka,ARI,"February 18, 2024", ARI at COL,-0.1200000000000001,L,No Impact
Karel Vejmelka,ARI,"February 21, 2024", TOR at ARI,-1.79,L,No Impact
Karel Vejmelka,ARI,"March 01, 2024", ARI at OTT,1.3600000000000003,W,No Impact
Karel Vejmelka,ARI,"March 03, 2024", ARI at WSH,1.29,W,No Impact
Karel Vejmelka,ARI,"March 07, 2024", MIN at ARI,-0.2200000000000002,L,No Impact
Karel Vejmelka,ARI,"March 12, 2024", ARI at MIN,2.5199999999999996,L,Strong in Loss
Karel Vejmelka,ARI,"March 16, 2024", N.J at ARI,2.01,W,No Impact
Karel Vejmelka,ARI,"March 22, 2024", SEA at ARI,1.83,W,Goalie Win
Karel Vejmelka,ARI,"March 26, 2024", CBJ at ARI,1.0099999999999998,W,No Impact
Karel Vejmelka,ARI,"March 30, 2024", NYR at ARI,-3.81,L,Goalie Loss
Karel Vejmelka,ARI,"April 05, 2024", VGK at ARI,-1.9700000000000002,W,Bad in Win
Karel Vejmelka,ARI,"April 09, 2024", ARI at SEA,-3.02,L,No Impact
Karel Vejmelka,ARI,"April 12, 2024", ARI at EDM,1.83,W,Goalie Win
Karel Vejmelka,ARI,"April 14, 2024", ARI at CGY,0.0,L,No Impact
Connor Ingram,ARI,"October 16, 2023", ARI at NYR,0.6600000000000001,L,Strong in Loss
Connor Ingram,ARI,"October 19, 2023", ARI at STL,-0.1299999999999999,W,Bad in Win
Connor Ingram,ARI,"October 24, 2023", ARI at L.A,-1.85,L,No Impact
Connor Ingram,ARI,"October 30, 2023", CHI at ARI,1.12,W,No Impact
Connor Ingram,ARI,"November 02, 2023", MTL at ARI,0.94,W,No Impact
Connor Ingram,ARI,"November 07, 2023", SEA at ARI,0.6000000000000001,W,No Impact
Connor Ingram,ARI,"November 11, 2023", ARI at NSH,0.5099999999999998,W,No Impact
Connor Ingram,ARI,"November 16, 2023", ARI at CBJ,2.5599999999999996,W,Goalie Win
Connor Ingram,ARI,"November 20, 2023", L.A at ARI,-1.04,L,No Impact
Connor Ingram,ARI,"November 22, 2023", STL at ARI,-0.30000000000000004,L,No Impact
Connor Ingram,ARI,"November 25, 2023", ARI at VGK,3.37,W,Goalie Win
Connor Ingram,ARI,"November 28, 2023", T.B at ARI,2.53,W,Goalie Win
Connor Ingram,ARI,"November 30, 2023", COL at ARI,-0.43000000000000016,W,Bad in Win
Connor Ingram,ARI,"December 02, 2023", STL at ARI,1.8399999999999999,W,No Impact
Connor Ingram,ARI,"December 04, 2023", WSH at ARI,2.71,W,No Impact
Connor Ingram,ARI,"December 07, 2023", PHI at ARI,-2.21,L,No Impact
Connor Ingram,ARI,"December 09, 2023", ARI at BOS,-0.9000000000000004,L,No Impact
Connor Ingram,ARI,"December 12, 2023", ARI at PIT,1.1600000000000001,L,Strong in Loss
Connor Ingram,ARI,"December 15, 2023", S.J at ARI,1.88,W,Goalie Win
Connor Ingram,ARI,"December 19, 2023", OTT at ARI,-2.56,W,Bad in Win
Connor Ingram,ARI,"December 23, 2023", ARI at COL,-2.3600000000000003,L,No Impact
Connor Ingram,ARI,"December 29, 2023", ARI at ANA,2.27,W,Goalie Win
Connor Ingram,ARI,"January 04, 2024", NYI at ARI,-1.9300000000000002,L,No Impact
Connor Ingram,ARI,"January 09, 2024", BOS at ARI,0.3700000000000001,W,No Impact
Connor Ingram,ARI,"January 11, 2024", CGY at ARI,-0.5700000000000001,L,No Impact
Connor Ingram,ARI,"January 13, 2024", ARI at MIN,3.48,W,No Impact
Connor Ingram,ARI,"January 16, 2024", ARI at CGY,-0.3599999999999999,L,No Impact
Connor Ingram,ARI,"January 18, 2024", ARI at VAN,0.8999999999999999,L,Strong in Loss
Connor Ingram,ARI,"January 20, 2024", NSH at ARI,1.81,W,Goalie Win
Connor Ingram,ARI,"January 22, 2024", PIT at ARI,0.7799999999999998,W,No Impact
Connor Ingram,ARI,"January 25, 2024", ARI at T.B,-2.75,L,No Impact
Connor Ingram,ARI,"January 27, 2024", ARI at CAR,1.4400000000000004,L,Strong in Loss
Connor Ingram,ARI,"February 08, 2024", VGK at ARI,-2.52,L,Goalie Loss
Connor Ingram,ARI,"February 10, 2024", ARI at NSH,-1.1400000000000001,L,Goalie Loss
Connor Ingram,ARI,"February 14, 2024", MIN at ARI,1.3399999999999999,L,Strong in Loss
Connor Ingram,ARI,"February 25, 2024", ARI at WPG,-2.0700000000000003,L,Goalie Loss
Connor Ingram,ARI,"February 27, 2024", ARI at MTL,-1.37,L,No Impact
Connor Ingram,ARI,"February 29, 2024", ARI at TOR,-0.3700000000000001,L,No Impact
Connor Ingram,ARI,"March 05, 2024", CHI at ARI,-0.5899999999999999,L,No Impact
Connor Ingram,ARI,"March 08, 2024", DET at ARI,3.07,W,No Impact
Connor Ingram,ARI,"March 10, 2024", ARI at CHI,-1.0700000000000003,L,No Impact
Connor Ingram,ARI,"March 14, 2024", ARI at DET,0.99,W,No Impact
Connor Ingram,ARI,"March 20, 2024", ARI at DAL,-2.01,L,No Impact
Connor Ingram,ARI,"March 24, 2024", DAL at ARI,0.45999999999999996,L,Strong in Loss
Connor Ingram,ARI,"March 28, 2024", NSH at ARI,0.009999999999999787,W,No Impact
Connor Ingram,ARI,"April 03, 2024", VAN at ARI,2.12,L,Strong in Loss
Connor Ingram,ARI,"April 07, 2024", ARI at S.J,0.10000000000000009,W,No Impact
Connor Ingram,ARI,"April 10, 2024", ARI at VAN,1.04,W,Goalie Win
Connor Ingram,ARI,"April 14, 2024", ARI at CGY,-3.45,L,Goalie Loss
Connor Ingram,ARI,"April 17, 2024", EDM at ARI,0.7000000000000002,W,No Impact
Jeremy Swayman,BOS,"October 14, 2023", NSH at BOS,2.17,W,Goalie Win
Jeremy Swayman,BOS,"October 21, 2023", BOS at L.A,2.76,W,Goalie Win
Jeremy Swayman,BOS,"October 24, 2023", BOS at CHI,1.86,W,No Impact
Jeremy Swayman,BOS,"October 28, 2023", DET at BOS,1.3399999999999999,W,No Impact
Jeremy Swayman,BOS,"November 02, 2023", TOR at BOS,0.8599999999999999,W,No Impact
Jeremy Swayman,BOS,"November 06, 2023", BOS at DAL,1.21,W,Goalie Win
Jeremy Swayman,BOS,"November 11, 2023", BOS at MTL,0.1499999999999999,L,Strong in Loss
Jeremy Swayman,BOS,"November 18, 2023", MTL at BOS,-0.10000000000000009,W,Bad in Win
Jeremy Swayman,BOS,"November 20, 2023", BOS at T.B,-1.79,L,Goalie Loss
Jeremy Swayman,BOS,"November 24, 2023", DET at BOS,-1.2000000000000002,L,No Impact
Jeremy Swayman,BOS,"November 27, 2023", BOS at CBJ,-1.0,L,No Impact
Jeremy Swayman,BOS,"November 30, 2023", S.J at BOS,2.19,W,No Impact
Jeremy Swayman,BOS,"December 03, 2023", CBJ at BOS,1.92,W,No Impact
Jeremy Swayman,BOS,"December 13, 2023", BOS at N.J,2.01,L,Strong in Loss
Jeremy Swayman,BOS,"December 16, 2023", NYR at BOS,1.3900000000000001,L,Strong in Loss
Jeremy Swayman,BOS,"December 22, 2023", BOS at WPG,-1.44,L,No Impact
Jeremy Swayman,BOS,"December 27, 2023", BOS at BUF,1.2799999999999998,W,No Impact
Jeremy Swayman,BOS,"December 31, 2023", BOS at DET,0.9100000000000001,W,No Impact
Jeremy Swayman,BOS,"January 04, 2024", PIT at BOS,-2.32,L,Goalie Loss
Jeremy Swayman,BOS,"January 08, 2024", BOS at COL,0.3999999999999999,L,Strong in Loss
Jeremy Swayman,BOS,"January 09, 2024", BOS at ARI,-0.96,L,No Impact
Jeremy Swayman,BOS,"January 11, 2024", BOS at VGK,0.52,L,Strong in Loss
Jeremy Swayman,BOS,"January 13, 2024", BOS at STL,-0.8999999999999999,W,Bad in Win
Jeremy Swayman,BOS,"January 15, 2024", N.J at BOS,2.6,W,No Impact
Jeremy Swayman,BOS,"January 18, 2024", COL at BOS,1.2599999999999998,W,No Impact
Jeremy Swayman,BOS,"January 22, 2024", WPG at BOS,0.5900000000000001,W,No Impact
Jeremy Swayman,BOS,"January 25, 2024", BOS at OTT,0.04999999999999982,W,No Impact
Jeremy Swayman,BOS,"February 06, 2024", CGY at BOS,-1.54,L,No Impact
Jeremy Swayman,BOS,"February 10, 2024", WSH at BOS,0.8599999999999999,L,Strong in Loss
Jeremy Swayman,BOS,"February 15, 2024", SEA at BOS,-1.24,L,No Impact
Jeremy Swayman,BOS,"February 19, 2024", DAL at BOS,1.4299999999999997,W,Goalie Win
Jeremy Swayman,BOS,"February 21, 2024", BOS at EDM,-0.3099999999999996,W,Bad in Win
Jeremy Swayman,BOS,"February 24, 2024", BOS at VAN,0.08999999999999986,L,Strong in Loss
Jeremy Swayman,BOS,"February 29, 2024", VGK at BOS,-0.48,W,Bad in Win
Jeremy Swayman,BOS,"March 04, 2024", BOS at TOR,2.62,W,No Impact
Jeremy Swayman,BOS,"March 07, 2024", TOR at BOS,1.29,W,No Impact
Jeremy Swayman,BOS,"March 11, 2024", STL at BOS,-1.9100000000000001,L,No Impact
Jeremy Swayman,BOS,"March 16, 2024", PHI at BOS,-3.16,W,Bad in Win
Jeremy Swayman,BOS,"March 21, 2024", NYR at BOS,-0.29000000000000004,L,No Impact
Jeremy Swayman,BOS,"March 26, 2024", BOS at FLA,-0.10999999999999988,W,Bad in Win
Jeremy Swayman,BOS,"March 30, 2024", BOS at WSH,0.54,W,No Impact
Jeremy Swayman,BOS,"April 04, 2024", BOS at CAR,3.83,W,Goalie Win
Jeremy Swayman,BOS,"April 09, 2024", CAR at BOS,-0.8799999999999999,L,No Impact
Jeremy Swayman,BOS,"April 15, 2024", BOS at WSH,1.94,L,Strong in Loss
Linus Ullmark,BOS,"October 11, 2023", CHI at BOS,1.1099999999999999,W,No Impact
Linus Ullmark,BOS,"October 19, 2023", BOS at S.J,0.71,W,No Impact
Linus Ullmark,BOS,"October 22, 2023", BOS at ANA,2.66,W,Goalie Win
Linus Ullmark,BOS,"October 26, 2023", ANA at BOS,-1.4100000000000001,L,Goalie Loss
Linus Ullmark,BOS,"October 30, 2023", FLA at BOS,1.21,W,Goalie Win
Linus Ullmark,BOS,"November 04, 2023", BOS at DET,-1.75,L,Goalie Loss
Linus Ullmark,BOS,"November 09, 2023", NYI at BOS,0.9500000000000002,W,No Impact
Linus Ullmark,BOS,"November 14, 2023", BOS at BUF,1.17,W,No Impact
Linus Ullmark,BOS,"November 22, 2023", BOS at FLA,2.07,W,Goalie Win
Linus Ullmark,BOS,"November 25, 2023", BOS at NYR,-2.4400000000000004,L,No Impact
Linus Ullmark,BOS,"November 27, 2023", BOS at CBJ,-0.21999999999999997,L,No Impact
Linus Ullmark,BOS,"December 02, 2023", BOS at TOR,0.81,W,No Impact
Linus Ullmark,BOS,"December 07, 2023", BUF at BOS,-0.7000000000000002,L,No Impact
Linus Ullmark,BOS,"December 09, 2023", ARI at BOS,0.9199999999999999,W,No Impact
Linus Ullmark,BOS,"December 15, 2023", BOS at NYI,0.9400000000000004,W,No Impact
Linus Ullmark,BOS,"December 19, 2023", MIN at BOS,-0.75,L,No Impact
Linus Ullmark,BOS,"December 23, 2023", BOS at MIN,1.3099999999999996,L,Strong in Loss
Linus Ullmark,BOS,"December 30, 2023", N.J at BOS,0.7799999999999998,W,No Impact
Linus Ullmark,BOS,"January 02, 2024", BOS at CBJ,1.13,W,No Impact
Linus Ullmark,BOS,"January 06, 2024", T.B at BOS,0.08000000000000007,W,No Impact
Linus Ullmark,BOS,"January 09, 2024", BOS at ARI,0.98,L,Strong in Loss
Linus Ullmark,BOS,"January 20, 2024", MTL at BOS,-2.2800000000000002,W,Bad in Win
Linus Ullmark,BOS,"January 24, 2024", CAR at BOS,-0.040000000000000036,L,No Impact
Linus Ullmark,BOS,"January 27, 2024", BOS at PHI,0.7999999999999998,W,No Impact
Linus Ullmark,BOS,"February 08, 2024", VAN at BOS,2.17,W,No Impact
Linus Ullmark,BOS,"February 13, 2024", T.B at BOS,0.7999999999999998,L,Strong in Loss
Linus Ullmark,BOS,"February 15, 2024", SEA at BOS,0.0,L,No Impact
Linus Ullmark,BOS,"February 17, 2024", L.A at BOS,-1.75,L,Goalie Loss
Linus Ullmark,BOS,"February 22, 2024", BOS at CGY,-0.1200000000000001,L,No Impact
Linus Ullmark,BOS,"February 26, 2024", BOS at SEA,-0.52,L,No Impact
Linus Ullmark,BOS,"March 02, 2024", BOS at NYI,-1.7599999999999998,L,No Impact
Linus Ullmark,BOS,"March 05, 2024", EDM at BOS,0.6699999999999999,L,Strong in Loss
Linus Ullmark,BOS,"March 09, 2024", PIT at BOS,1.69,W,No Impact
Linus Ullmark,BOS,"March 14, 2024", BOS at MTL,1.0099999999999998,W,Goalie Win
Linus Ullmark,BOS,"March 19, 2024", OTT at BOS,1.5899999999999999,W,No Impact
Linus Ullmark,BOS,"March 23, 2024", BOS at PHI,-0.1299999999999999,L,No Impact
Linus Ullmark,BOS,"March 27, 2024", BOS at T.B,0.8399999999999999,L,Strong in Loss
Linus Ullmark,BOS,"April 02, 2024", BOS at NSH,2.68,W,No Impact
Linus Ullmark,BOS,"April 06, 2024", FLA at BOS,1.1400000000000001,W,Goalie Win
Linus Ullmark,BOS,"April 13, 2024", BOS at PIT,-0.8900000000000001,W,Bad in Win
Linus Ullmark,BOS,"April 16, 2024", OTT at BOS,-0.8300000000000001,L,No Impact
Eric Comrie,BUF,"October 21, 2023", NYI at BUF,1.6600000000000001,W,No Impact
Eric Comrie,BUF,"October 23, 2023", MTL at BUF,0.9500000000000002,L,Strong in Loss
Eric Comrie,BUF,"October 27, 2023", BUF at N.J,0.06000000000000005,L,Strong in Loss
Eric Comrie,BUF,"November 17, 2023", BUF at WPG,-0.5800000000000001,L,No Impact
Eric Comrie,BUF,"November 25, 2023", BUF at N.J,-2.48,L,No Impact
Eric Comrie,BUF,"December 02, 2023", BUF at CAR,-2.16,L,No Impact
Eric Comrie,BUF,"December 05, 2023", DET at BUF,-1.1,L,No Impact
Eric Comrie,BUF,"February 15, 2024", FLA at BUF,0.41000000000000014,L,Strong in Loss
Eric Comrie,BUF,"March 07, 2024", BUF at NSH,-1.4300000000000002,L,No Impact
Eric Comrie,BUF,"April 15, 2024", BUF at T.B,1.37,W,No Impact
Devon Levi,BUF,"October 12, 2023", NYR at BUF,-0.56,L,No Impact
Devon Levi,BUF,"October 14, 2023", BUF at NYI,-0.6600000000000001,L,No Impact
Devon Levi,BUF,"October 17, 2023", T.B at BUF,1.0,W,No Impact
Devon Levi,BUF,"October 19, 2023", CGY at BUF,-0.6000000000000001,L,No Impact
Devon Levi,BUF,"November 04, 2023", BUF at TOR,-1.0099999999999998,W,Bad in Win
Devon Levi,BUF,"November 10, 2023", MIN at BUF,2.74,W,Goalie Win
Devon Levi,BUF,"November 14, 2023", BOS at BUF,-2.52,L,No Impact
Devon Levi,BUF,"November 22, 2023", BUF at WSH,-1.79,L,Goalie Loss
Devon Levi,BUF,"November 25, 2023", BUF at N.J,-0.45999999999999996,L,No Impact
Devon Levi,BUF,"December 07, 2023", BUF at BOS,1.83,W,No Impact
Devon Levi,BUF,"December 09, 2023", MTL at BUF,0.8799999999999999,L,Strong in Loss
Devon Levi,BUF,"December 11, 2023", ARI at BUF,-0.6599999999999999,W,Bad in Win
Devon Levi,BUF,"December 15, 2023", BUF at VGK,3.83,W,Goalie Win
Devon Levi,BUF,"December 19, 2023", CBJ at BUF,-2.51,L,No Impact
Devon Levi,BUF,"December 21, 2023", TOR at BUF,-0.8500000000000001,W,Bad in Win
Devon Levi,BUF,"December 27, 2023", BOS at BUF,-1.77,L,No Impact
Devon Levi,BUF,"December 31, 2023", BUF at OTT,-1.1800000000000002,L,No Impact
Devon Levi,BUF,"January 04, 2024", BUF at MTL,2.74,W,No Impact
Devon Levi,BUF,"January 09, 2024", SEA at BUF,-2.72,L,No Impact
Devon Levi,BUF,"January 24, 2024", BUF at L.A,1.0099999999999998,W,No Impact
Devon Levi,BUF,"March 19, 2024", BUF at VAN,3.8099999999999996,L,Strong in Loss
Devon Levi,BUF,"March 27, 2024", OTT at BUF,2.53,L,Strong in Loss
Devon Levi,BUF,"March 29, 2024", N.J at BUF,1.81,W,No Impact
Ukko-Pekka Luukkonen,BUF,"October 24, 2023", BUF at OTT,-0.040000000000000036,W,Bad in Win
Ukko-Pekka Luukkonen,BUF,"October 27, 2023", BUF at N.J,-1.58,L,Goalie Loss
Ukko-Pekka Luukkonen,BUF,"October 29, 2023", COL at BUF,2.57,W,No Impact
Ukko-Pekka Luukkonen,BUF,"November 01, 2023", BUF at PHI,1.21,W,No Impact
Ukko-Pekka Luukkonen,BUF,"November 03, 2023", PHI at BUF,-2.67,L,No Impact
Ukko-Pekka Luukkonen,BUF,"November 07, 2023", BUF at CAR,-0.16000000000000014,L,No Impact
Ukko-Pekka Luukkonen,BUF,"November 11, 2023", BUF at PIT,0.04999999999999982,L,Strong in Loss
Ukko-Pekka Luukkonen,BUF,"November 14, 2023", BOS at BUF,1.22,L,Strong in Loss
Ukko-Pekka Luukkonen,BUF,"November 19, 2023", BUF at CHI,0.5499999999999998,W,No Impact
Ukko-Pekka Luukkonen,BUF,"November 24, 2023", PIT at BUF,0.6099999999999999,W,No Impact
Ukko-Pekka Luukkonen,BUF,"November 27, 2023", BUF at NYR,1.8599999999999999,W,No Impact
Ukko-Pekka Luukkonen,BUF,"November 30, 2023", BUF at STL,-3.89,L,Goalie Loss
Ukko-Pekka Luukkonen,BUF,"December 03, 2023", NSH at BUF,2.04,L,Strong in Loss
