Goalie,Team,Date,Games,xGAE,Result,Impact
Darcy Kuemper,COL,2022-04-22, COL at EDM,-2.8,L,No Impact
Darcy Kuemper,COL,2022-04-24, COL at WPG,0.9100000000000001,L,Strong in Loss
Darcy Kuemper,COL,2022-04-26, STL at COL,0.06000000000000005,W,No Impact
Darcy Kuemper,COL,2022-04-28, NSH at COL,-0.8199999999999998,L,No Impact
Pavel Francouz,COL,2021-12-16, COL at NSH,-1.13,L,No Impact
Pavel Francouz,COL,2022-01-08, TOR at COL,0.79,W,No Impact
Pavel Francouz,COL,2022-01-10, SEA at COL,-0.8300000000000001,W,Bad in Win
Pavel Francouz,COL,2022-01-14, ARI at COL,-1.49,W,Bad in Win
Pavel Francouz,COL,2022-01-17, MIN at COL,0.020000000000000018,W,No Impact
Pavel Francouz,COL,2022-01-19, COL at ANA,2.21,W,Goalie Win
Pavel Francouz,COL,2022-01-24, CHI at COL,2.27,W,Goalie Win
Pavel Francouz,COL,2022-01-28, COL at CHI,-1.1800000000000002,W,Bad in Win
Pavel Francouz,COL,2022-02-15, DAL at COL,-0.8999999999999999,L,No Impact
Pavel Francouz,COL,2022-02-23, COL at DET,2.2300000000000004,W,No Impact
Pavel Francouz,COL,2022-02-25, WPG at COL,-0.96,W,Bad in Win
Pavel Francouz,COL,2022-03-03, COL at ARI,0.08000000000000007,L,Strong in Loss
Pavel Francouz,COL,2022-03-05, CGY at COL,0.4099999999999999,L,Strong in Loss
Pavel Francouz,COL,2022-03-07, COL at NYI,-0.9500000000000002,W,Bad in Win
Pavel Francouz,COL,2022-03-18, COL at S.J,-0.2599999999999998,W,Bad in Win
Pavel Francouz,COL,2022-03-25, PHI at COL,-0.7400000000000002,W,Bad in Win
Pavel Francouz,COL,2022-03-31, S.J at COL,-0.16999999999999993,W,Bad in Win
Pavel Francouz,COL,2022-04-08, COL at WPG,0.7800000000000002,W,No Impact
Pavel Francouz,COL,2022-04-14, N.J at COL,1.0099999999999998,W,No Impact
Pavel Francouz,COL,2022-04-20, COL at SEA,-1.08,L,Goalie Loss
Pavel Francouz,COL,2022-04-29, COL at MIN,-0.5,L,No Impact
Justus Annunen,COL,2021-12-04, COL at OTT,-0.71,L,No Impact
Justus Annunen,COL,2021-12-06, COL at PHI,-2.49,W,Bad in Win
Marc-Andre Fleury,CHI,2021-10-13, CHI at COL,-0.5499999999999998,L,No Impact
Marc-Andre Fleury,CHI,2021-10-16, CHI at PIT,-3.19,L,Goalie Loss
Marc-Andre Fleury,CHI,2021-10-19, NYI at CHI,-2.4,L,No Impact
Marc-Andre Fleury,CHI,2021-10-24, DET at CHI,-2.87,L,No Impact
Marc-Andre Fleury,CHI,2021-10-30, CHI at STL,2.97,L,Strong in Loss
Marc-Andre Fleury,CHI,2021-11-01, OTT at CHI,1.56,W,No Impact
Marc-Andre Fleury,CHI,2021-11-03, CAR at CHI,-1.1400000000000001,L,Goalie Loss
Marc-Andre Fleury,CHI,2021-11-05, CHI at WPG,-2.12,L,No Impact
Marc-Andre Fleury,CHI,2021-11-09, PIT at CHI,1.35,W,Goalie Win
Marc-Andre Fleury,CHI,2021-11-12, ARI at CHI,1.1600000000000001,W,Goalie Win
Marc-Andre Fleury,CHI,2021-11-17, CHI at SEA,0.8799999999999999,W,No Impact
Marc-Andre Fleury,CHI,2021-11-21, CHI at VAN,3.79,W,Goalie Win
Marc-Andre Fleury,CHI,2021-11-23, CHI at CGY,-0.33999999999999986,L,No Impact
Marc-Andre Fleury,CHI,2021-11-28, S.J at CHI,0.3999999999999999,L,Strong in Loss
Marc-Andre Fleury,CHI,2021-12-02, CHI at WSH,0.2400000000000002,W,No Impact
Marc-Andre Fleury,CHI,2021-12-05, CHI at NYI,0.8999999999999999,W,No Impact
Marc-Andre Fleury,CHI,2021-12-07, NYR at CHI,-2.47,L,No Impact
Marc-Andre Fleury,CHI,2021-12-09, CHI at MTL,1.77,W,No Impact
Marc-Andre Fleury,CHI,2021-12-15, WSH at CHI,-0.020000000000000018,W,Bad in Win
Marc-Andre Fleury,CHI,2021-12-17, NSH at CHI,-0.6800000000000002,L,No Impact
Marc-Andre Fleury,CHI,2022-01-04, COL at CHI,-1.54,L,Goalie Loss
Marc-Andre Fleury,CHI,2022-01-06, CHI at ARI,-2.28,L,Goalie Loss
Marc-Andre Fleury,CHI,2022-01-08, CHI at VGK,1.38,W,Goalie Win
Marc-Andre Fleury,CHI,2022-01-11, CHI at CBJ,-0.06000000000000005,W,Bad in Win
Marc-Andre Fleury,CHI,2022-01-13, MTL at CHI,0.41000000000000014,W,No Impact
Marc-Andre Fleury,CHI,2022-01-15, ANA at CHI,3.82,W,Goalie Win
Marc-Andre Fleury,CHI,2022-01-17, CHI at SEA,2.3200000000000003,L,Strong in Loss
Marc-Andre Fleury,CHI,2022-01-21, MIN at CHI,-2.71,L,No Impact
Marc-Andre Fleury,CHI,2022-01-24, CHI at COL,1.12,L,Strong in Loss
Marc-Andre Fleury,CHI,2022-01-26, CHI at DET,-2.65,W,Bad in Win
Marc-Andre Fleury,CHI,2022-01-28, COL at CHI,-2.21,L,Goalie Loss
Marc-Andre Fleury,CHI,2022-01-31, VAN at CHI,-0.020000000000000018,L,No Impact
Marc-Andre Fleury,CHI,2022-02-02, MIN at CHI,-3.16,L,No Impact
Marc-Andre Fleury,CHI,2022-02-09, CHI at EDM,2.89,W,No Impact
Marc-Andre Fleury,CHI,2022-02-12, CHI at STL,-2.24,L,No Impact
Marc-Andre Fleury,CHI,2022-02-14, CHI at WPG,2.49,W,Goalie Win
Marc-Andre Fleury,CHI,2022-02-18, DAL at CHI,1.71,L,Strong in Loss
Marc-Andre Fleury,CHI,2022-02-20, FLA at CHI,-1.55,L,No Impact
Marc-Andre Fleury,CHI,2022-02-27, STL at CHI,-0.6099999999999999,L,No Impact
Marc-Andre Fleury,CHI,2022-03-03, EDM at CHI,0.04999999999999982,W,No Impact
Marc-Andre Fleury,CHI,2022-03-06, T.B at CHI,-3.28,L,Goalie Loss
Marc-Andre Fleury,CHI,2022-03-08, ANA at CHI,-1.27,W,Bad in Win
Marc-Andre Fleury,CHI,2022-03-12, CHI at OTT,-1.37,W,Bad in Win
Marc-Andre Fleury,CHI,2022-03-15, BOS at CHI,2.58,L,Strong in Loss
Marc-Andre Fleury,CHI,2022-03-20, WPG at CHI,-2.64,L,Goalie Loss
Collin Delia,CHI,2022-01-01, CHI at NSH,-2.15,L,No Impact
Collin Delia,CHI,2022-02-02, MIN at CHI,0.27,L,Strong in Loss
Collin Delia,CHI,2022-03-24, CHI at L.A,0.45999999999999996,W,No Impact
Collin Delia,CHI,2022-03-31, CHI at FLA,-0.020000000000000018,L,No Impact
Collin Delia,CHI,2022-04-10, DAL at CHI,-0.020000000000000018,L,No Impact
Collin Delia,CHI,2022-04-12, L.A at CHI,-1.9500000000000002,L,No Impact
Collin Delia,CHI,2022-04-21, CHI at L.A,-0.8199999999999998,L,No Impact
Collin Delia,CHI,2022-04-29, CHI at BUF,-0.27,L,No Impact
Arvid Soderblom,CHI,2022-01-01, CHI at NSH,-1.17,L,No Impact
Arvid Soderblom,CHI,2022-01-02, CGY at CHI,-0.4900000000000002,L,No Impact
Arvid Soderblom,CHI,2022-02-17, CBJ at CHI,-2.91,L,No Impact
Kevin Lankinen,CHI,2021-10-15, CHI at N.J,-1.13,L,Goalie Loss
Kevin Lankinen,CHI,2021-10-16, CHI at PIT,0.1499999999999999,L,Strong in Loss
Kevin Lankinen,CHI,2021-10-21, VAN at CHI,-0.54,L,No Impact
Kevin Lankinen,CHI,2021-10-27, TOR at CHI,-0.3599999999999999,L,No Impact
Kevin Lankinen,CHI,2021-10-29, CHI at CAR,-3.65,L,Goalie Loss
Kevin Lankinen,CHI,2021-11-07, NSH at CHI,0.7,W,No Impact
Kevin Lankinen,CHI,2021-11-20, CHI at EDM,-2.16,L,No Impact
Kevin Lankinen,CHI,2021-11-26, STL at CHI,-0.3799999999999999,W,Bad in Win
Kevin Lankinen,CHI,2021-12-04, CHI at NYR,-0.7400000000000002,L,No Impact
Kevin Lankinen,CHI,2021-12-11, CHI at TOR,-3.27,L,Goalie Loss
Kevin Lankinen,CHI,2021-12-18, CHI at DAL,0.019999999999999574,L,Strong in Loss
Kevin Lankinen,CHI,2022-01-21, MIN at CHI,0.5900000000000001,L,Strong in Loss
Kevin Lankinen,CHI,2022-01-22, CHI at MIN,-0.41999999999999993,L,No Impact
Kevin Lankinen,CHI,2022-02-25, N.J at CHI,-2.08,W,Bad in Win
Kevin Lankinen,CHI,2022-03-05, CHI at PHI,-1.62,L,Goalie Loss
Kevin Lankinen,CHI,2022-03-10, CHI at BOS,-1.2599999999999998,L,Goalie Loss
Kevin Lankinen,CHI,2022-03-19, CHI at MIN,1.2400000000000002,L,Strong in Loss
Kevin Lankinen,CHI,2022-03-23, CHI at ANA,0.7799999999999998,W,No Impact
Kevin Lankinen,CHI,2022-03-26, CHI at VGK,-2.06,L,Goalie Loss
Kevin Lankinen,CHI,2022-03-28, BUF at CHI,-3.01,L,Goalie Loss
Kevin Lankinen,CHI,2022-04-01, CHI at T.B,-0.33999999999999986,L,No Impact
Kevin Lankinen,CHI,2022-04-03, ARI at CHI,-0.2999999999999998,L,No Impact
Kevin Lankinen,CHI,2022-04-07, SEA at CHI,0.3900000000000001,L,Strong in Loss
Kevin Lankinen,CHI,2022-04-10, DAL at CHI,-2.46,L,Goalie Loss
Kevin Lankinen,CHI,2022-04-14, S.J at CHI,-1.1099999999999999,W,Bad in Win
Kevin Lankinen,CHI,2022-04-16, CHI at NSH,-0.98,L,No Impact
Kevin Lankinen,CHI,2022-04-18, CGY at CHI,-0.6299999999999999,L,No Impact
Kevin Lankinen,CHI,2022-04-20, CHI at ARI,-0.6699999999999999,W,Bad in Win
Kevin Lankinen,CHI,2022-04-21, CHI at L.A,0.21,L,Strong in Loss
Kevin Lankinen,CHI,2022-04-23, CHI at S.J,-2.27,L,No Impact
Kevin Lankinen,CHI,2022-04-25, PHI at CHI,3.0999999999999996,W,Goalie Win
Kevin Lankinen,CHI,2022-04-27, VGK at CHI,-0.8700000000000001,W,Bad in Win
Joel Hofer,STL,2021-11-04, STL at S.J,-0.5,W,Bad in Win
Joel Hofer,STL,2021-11-13, STL at CAR,-0.41000000000000014,L,No Impact
Jordan  Binnington,STL,2021-10-16, STL at COL,-0.1200000000000001,W,Bad in Win
Jordan  Binnington,STL,2021-10-18, STL at ARI,-0.8900000000000001,W,Bad in Win
Jordan  Binnington,STL,2021-10-20, STL at VGK,2.64,W,Goalie Win
Jordan  Binnington,STL,2021-10-23, L.A at STL,0.1499999999999999,W,No Impact
Jordan  Binnington,STL,2021-10-28, COL at STL,-0.94,L,No Impact
Jordan  Binnington,STL,2021-10-30, CHI at STL,2.51,W,Goalie Win
Jordan  Binnington,STL,2021-11-03, STL at L.A,1.23,L,Strong in Loss
Jordan  Binnington,STL,2021-11-07, STL at ANA,-0.81,L,No Impact
Jordan  Binnington,STL,2021-11-09, STL at WPG,2.0599999999999996,W,Goalie Win
Jordan  Binnington,STL,2021-11-11, NSH at STL,-1.7999999999999998,L,Goalie Loss
Jordan  Binnington,STL,2021-11-14, EDM at STL,-2.89,L,Goalie Loss
Jordan  Binnington,STL,2021-11-16, ARI at STL,-0.9300000000000002,L,No Impact
Jordan  Binnington,STL,2021-11-20, STL at DAL,-0.18999999999999995,L,No Impact
Jordan  Binnington,STL,2021-11-22, VGK at STL,1.19,W,No Impact
Jordan  Binnington,STL,2021-11-26, STL at CHI,-1.06,L,Goalie Loss
Jordan  Binnington,STL,2021-11-30, T.B at STL,0.9700000000000002,W,No Impact
Jordan  Binnington,STL,2021-12-19, STL at WPG,-0.6499999999999999,L,No Impact
Jordan  Binnington,STL,2021-12-29, EDM at STL,0.75,W,No Impact
Jordan  Binnington,STL,2022-01-01, STL at MIN,-2.1399999999999997,W,Bad in Win
Jordan  Binnington,STL,2022-01-05, STL at PIT,-1.4100000000000001,L,No Impact
Jordan  Binnington,STL,2022-01-09, DAL at STL,2.06,W,Goalie Win
Jordan  Binnington,STL,2022-01-15, TOR at STL,-3.27,L,Goalie Loss
Jordan  Binnington,STL,2022-01-24, STL at CGY,-3.83,L,No Impact
Jordan  Binnington,STL,2022-02-10, N.J at STL,-3.04,L,Goalie Loss
Jordan  Binnington,STL,2022-02-22, STL at PHI,1.06,W,No Impact
Jordan  Binnington,STL,2022-02-27, STL at CHI,1.97,W,No Impact
Jordan  Binnington,STL,2022-03-05, STL at NYI,0.52,L,Strong in Loss
Jordan  Binnington,STL,2022-03-08, OTT at STL,-0.040000000000000036,L,No Impact
Jordan  Binnington,STL,2022-03-13, WPG at STL,-0.1200000000000001,L,No Impact
Jordan  Binnington,STL,2022-03-24, PHI at STL,-1.4,L,No Impact
Jordan  Binnington,STL,2022-04-01, STL at EDM,-2.16,L,Goalie Loss
Jordan  Binnington,STL,2022-04-09, NYI at STL,2.12,W,No Impact
Jordan  Binnington,STL,2022-04-14, STL at BUF,1.7200000000000002,W,No Impact
Jordan  Binnington,STL,2022-04-17, STL at NSH,-0.10000000000000009,W,Bad in Win
Jordan  Binnington,STL,2022-04-21, STL at S.J,0.16999999999999993,W,No Impact
Jordan  Binnington,STL,2022-04-23, STL at ARI,-1.7999999999999998,W,Bad in Win
Jordan  Binnington,STL,2022-04-26, STL at COL,-1.17,L,No Impact
Ville Husso,STL,2021-10-25, L.A at STL,2.43,W,No Impact
Ville Husso,STL,2021-11-18, S.J at STL,1.79,W,No Impact
Ville Husso,STL,2021-11-24, STL at DET,-0.8399999999999999,L,No Impact
Ville Husso,STL,2021-11-27, CBJ at STL,-0.20000000000000018,W,Bad in Win
Ville Husso,STL,2021-12-02, STL at T.B,-1.0299999999999998,L,No Impact
Ville Husso,STL,2021-12-04, STL at FLA,2.26,L,Strong in Loss
Ville Husso,STL,2021-12-07, FLA at STL,0.6699999999999999,W,No Impact
Ville Husso,STL,2022-01-07, WSH at STL,0.8799999999999999,W,No Impact
Ville Husso,STL,2022-01-13, SEA at STL,2.47,W,Goalie Win
Ville Husso,STL,2022-01-17, NSH at STL,1.2699999999999996,W,No Impact
Ville Husso,STL,2022-01-21, STL at SEA,1.75,W,No Impact
Ville Husso,STL,2022-01-23, STL at VAN,3.3200000000000003,W,Goalie Win
Ville Husso,STL,2022-01-24, STL at CGY,1.8,L,Strong in Loss
Ville Husso,STL,2022-01-27, CGY at STL,2.37,W,No Impact
Ville Husso,STL,2022-01-29, WPG at STL,-0.43999999999999995,L,No Impact
Ville Husso,STL,2022-02-12, CHI at STL,0.6200000000000001,W,No Impact
Ville Husso,STL,2022-02-15, STL at OTT,-0.3400000000000001,W,Bad in Win
Ville Husso,STL,2022-02-17, STL at MTL,-0.7400000000000002,L,No Impact
Ville Husso,STL,2022-02-19, STL at TOR,-0.56,W,Bad in Win
Ville Husso,STL,2022-02-25, BUF at STL,0.41999999999999993,W,No Impact
Ville Husso,STL,2022-03-02, STL at NYR,-1.2599999999999998,L,No Impact
Ville Husso,STL,2022-03-06, STL at N.J,-0.1499999999999999,L,No Impact
Ville Husso,STL,2022-03-10, NYR at STL,1.08,W,No Impact
Ville Husso,STL,2022-03-12, STL at NSH,-1.1,W,Bad in Win
Ville Husso,STL,2022-03-17, PIT at STL,2.1900000000000004,L,Strong in Loss
Ville Husso,STL,2022-03-19, STL at CBJ,-2.94,L,Goalie Loss
Ville Husso,STL,2022-03-22, STL at WSH,-0.07000000000000006,W,Bad in Win
Ville Husso,STL,2022-03-26, CAR at STL,-2.9,L,No Impact
Ville Husso,STL,2022-03-28, VAN at STL,3.2199999999999998,W,Goalie Win
Ville Husso,STL,2022-03-30, STL at VAN,-0.9500000000000002,W,Bad in Win
Ville Husso,STL,2022-04-01, STL at EDM,-0.08000000000000007,L,No Impact
Ville Husso,STL,2022-04-02, STL at CGY,0.71,W,No Impact
Ville Husso,STL,2022-04-04, ARI at STL,0.98,W,No Impact
Ville Husso,STL,2022-04-06, SEA at STL,1.96,W,No Impact
Ville Husso,STL,2022-04-08, MIN at STL,-0.2599999999999998,W,Bad in Win
Ville Husso,STL,2022-04-12, STL at BOS,0.5299999999999998,W,No Impact
Ville Husso,STL,2022-04-16, MIN at STL,-1.4100000000000001,W,Bad in Win
Ville Husso,STL,2022-04-19, BOS at STL,-0.20000000000000018,L,No Impact
Ville Husso,STL,2022-04-24, STL at ANA,-1.42,W,Bad in Win
Ville Husso,STL,2022-04-29, VGK at STL,-1.9800000000000004,L,No Impact
Charlie Lindgren,STL,2021-12-07, FLA at STL,0.19,W,No Impact
Charlie Lindgren,STL,2021-12-09, DET at STL,0.10999999999999988,W,No Impact
Charlie Lindgren,STL,2021-12-11, MTL at STL,0.8500000000000001,W,No Impact
Charlie Lindgren,STL,2021-12-14, STL at DAL,2.73,W,No Impact
Charlie Lindgren,STL,2021-12-17, DAL at STL,1.3199999999999998,W,No Impact
Jon Gillies,STL,2021-12-12, ANA at STL,0.06000000000000005,L,Strong in Loss
Linus Ullmark,BOS,2021-10-22, BOS at BUF,1.4700000000000002,W,No Impact
Linus Ullmark,BOS,2021-10-24, S.J at BOS,-1.47,W,Bad in Win
Linus Ullmark,BOS,2021-10-27, BOS at FLA,-1.13,L,No Impact
Linus Ullmark,BOS,2021-10-30, FLA at BOS,-0.48,W,Bad in Win
Linus Ullmark,BOS,2021-11-06, BOS at TOR,-0.4900000000000002,L,No Impact
Linus Ullmark,BOS,2021-11-11, EDM at BOS,-2.73,L,Goalie Loss
Linus Ullmark,BOS,2021-11-20, BOS at PHI,0.10999999999999988,W,No Impact
Linus Ullmark,BOS,2021-11-28, VAN at BOS,0.56,W,No Impact
Linus Ullmark,BOS,2021-11-30, DET at BOS,-0.95,L,No Impact
Linus Ullmark,BOS,2021-12-09, BOS at EDM,1.8399999999999999,W,Goalie Win
Linus Ullmark,BOS,2021-12-11, BOS at CGY,2.3899999999999997,W,Goalie Win
Linus Ullmark,BOS,2021-12-16, BOS at NYI,1.02,L,Strong in Loss
Linus Ullmark,BOS,2022-01-01, BUF at BOS,-1.31,W,Bad in Win
Linus Ullmark,BOS,2022-01-04, N.J at BOS,-0.96,W,Bad in Win
Linus Ullmark,BOS,2022-01-08, BOS at T.B,0.52,W,No Impact
Linus Ullmark,BOS,2022-01-10, BOS at WSH,0.43000000000000016,W,No Impact
Linus Ullmark,BOS,2022-01-12, MTL at BOS,0.96,W,No Impact
Linus Ullmark,BOS,2022-01-15, NSH at BOS,-0.98,W,Bad in Win
Linus Ullmark,BOS,2022-01-18, CAR at BOS,-0.27,L,No Impact
Linus Ullmark,BOS,2022-01-20, WSH at BOS,-1.7,W,Bad in Win
Linus Ullmark,BOS,2022-01-26, BOS at COL,-0.45999999999999996,L,No Impact
Linus Ullmark,BOS,2022-01-28, BOS at ARI,1.9100000000000001,W,Goalie Win
Linus Ullmark,BOS,2022-01-30, BOS at DAL,-2.75,L,No Impact
Linus Ullmark,BOS,2022-02-01, SEA at BOS,1.13,W,Goalie Win
Linus Ullmark,BOS,2022-02-10, CAR at BOS,-2.73,L,No Impact
Linus Ullmark,BOS,2022-02-17, BOS at NYI,-0.6200000000000001,L,No Impact
Linus Ullmark,BOS,2022-02-24, BOS at SEA,-0.17999999999999994,W,Bad in Win
Linus Ullmark,BOS,2022-03-01, BOS at ANA,-1.35,L,Goalie Loss
Linus Ullmark,BOS,2022-03-07, L.A at BOS,-0.7000000000000002,L,No Impact
Linus Ullmark,BOS,2022-03-15, BOS at CHI,0.1200000000000001,W,No Impact
Linus Ullmark,BOS,2022-03-18, BOS at WPG,0.8599999999999999,W,No Impact
Linus Ullmark,BOS,2022-03-26, NYI at BOS,-0.3700000000000001,W,Bad in Win
Linus Ullmark,BOS,2022-03-29, TOR at BOS,0.33,L,Strong in Loss
Linus Ullmark,BOS,2022-03-31, N.J at BOS,0.94,W,No Impact
Linus Ullmark,BOS,2022-04-04, BOS at CBJ,-0.050000000000000044,W,Bad in Win
Linus Ullmark,BOS,2022-04-08, BOS at T.B,1.2599999999999998,W,Goalie Win
Linus Ullmark,BOS,2022-04-10, BOS at WSH,0.14000000000000012,L,Strong in Loss
Linus Ullmark,BOS,2022-04-14, OTT at BOS,0.51,L,Strong in Loss
Linus Ullmark,BOS,2022-04-23, NYR at BOS,1.69,W,No Impact
Linus Ullmark,BOS,2022-04-26, FLA at BOS,-0.17999999999999994,W,Bad in Win
Linus Ullmark,BOS,2022-04-28, BUF at BOS,2.76,W,No Impact
Jeremy Swayman,BOS,2021-10-16, DAL at BOS,1.4,W,No Impact
Jeremy Swayman,BOS,2021-10-20, BOS at PHI,-3.15,L,Goalie Loss
Jeremy Swayman,BOS,2021-10-28, BOS at CAR,0.69,L,Strong in Loss
Jeremy Swayman,BOS,2021-11-04, DET at BOS,0.1100000000000001,W,No Impact
Jeremy Swayman,BOS,2021-11-09, OTT at BOS,0.040000000000000036,W,No Impact
Jeremy Swayman,BOS,2021-11-13, BOS at N.J,0.8300000000000001,W,No Impact
Jeremy Swayman,BOS,2021-11-14, MTL at BOS,-0.25,W,Bad in Win
Jeremy Swayman,BOS,2021-11-21, CGY at BOS,-1.1,L,No Impact
Jeremy Swayman,BOS,2021-11-24, BOS at BUF,0.6000000000000001,W,No Impact
Jeremy Swayman,BOS,2021-11-26, NYR at BOS,-1.75,L,No Impact
Jeremy Swayman,BOS,2021-12-02, BOS at NSH,2.64,W,Goalie Win
Jeremy Swayman,BOS,2021-12-04, T.B at BOS,-0.43999999999999995,L,No Impact
Jeremy Swayman,BOS,2021-12-08, BOS at VAN,1.1800000000000002,L,Strong in Loss
Jeremy Swayman,BOS,2021-12-14, VGK at BOS,-2.24,L,No Impact
Jeremy Swayman,BOS,2022-01-02, BOS at DET,1.6400000000000001,W,No Impact
Jeremy Swayman,BOS,2022-01-06, MIN at BOS,-0.43000000000000016,L,No Impact
Jeremy Swayman,BOS,2022-01-30, BOS at DAL,-0.5800000000000001,L,No Impact
Jeremy Swayman,BOS,2022-02-08, PIT at BOS,-1.24,L,No Impact
Jeremy Swayman,BOS,2022-02-12, BOS at OTT,2.83,W,Goalie Win
Jeremy Swayman,BOS,2022-02-15, BOS at NYR,1.7799999999999998,L,Strong in Loss
Jeremy Swayman,BOS,2022-02-19, BOS at OTT,0.8599999999999999,W,No Impact
Jeremy Swayman,BOS,2022-02-21, COL at BOS,0.52,W,No Impact
Jeremy Swayman,BOS,2022-02-26, BOS at S.J,0.31000000000000005,W,No Impact
Jeremy Swayman,BOS,2022-02-28, BOS at L.A,3.22,W,No Impact
